# SignalP-5.0	Organism: Eukarya	Timestamp: 20260617193323
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000375076.9	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000375224.1	OTHER	0.000787	0.999213	
ENST00000375225.7	OTHER	0.002077	0.997923	
ENST00000375254.8	OTHER	0.002122	0.997878	
ENST00000375321.1	OTHER	0.000378	0.999622	
ENST00000375322.2	OTHER	0.000378	0.999622	
ENST00000375482.8	OTHER	0.003862	0.996138	
ENST00000375614.7	SP(Sec/SPI)	0.987644	0.012356	CS pos: 24-25. ATG-RL. Pr: 0.3754
ENST00000375615.7	SP(Sec/SPI)	0.982191	0.017809	CS pos: 24-25. ATG-RL. Pr: 0.3291
ENST00000375667.7	OTHER	0.020421	0.979579	
ENST00000375679.9	OTHER	0.000501	0.999499	
ENST00000375722.5	OTHER	0.003647	0.996353	
ENST00000375746.1	OTHER	0.000433	0.999567	
ENST00000375747.5	OTHER	0.000433	0.999567	
ENST00000375751.8	OTHER	0.000433	0.999567	
ENST00000375754.9	OTHER	0.000433	0.999567	
ENST00000375772.7	OTHER	0.003647	0.996353	
ENST00000375966.8	OTHER	0.003033	0.996967	
ENST00000376151.4	OTHER	0.000823	0.999177	
ENST00000376215.10	OTHER	0.004884	0.995116	
ENST00000376250.6	OTHER	0.001125	0.998875	
ENST00000376667.7	OTHER	0.000910	0.999090	
ENST00000376692.9	OTHER	0.000910	0.999090	
ENST00000376874.9	OTHER	0.000719	0.999281	
ENST00000376918.7	SP(Sec/SPI)	0.991357	0.008643	CS pos: 25-26. SRA-RG. Pr: 0.4643
ENST00000377022.8	OTHER	0.001018	0.998982	
ENST00000377184.7	OTHER	0.000460	0.999540	
ENST00000377350.7	OTHER	0.000986	0.999014	
ENST00000377727.2	OTHER	0.000522	0.999478	
ENST00000377842.7	OTHER	0.000685	0.999315	
ENST00000377855.6	OTHER	0.005743	0.994257	
ENST00000377934.4	SP(Sec/SPI)	0.933374	0.066626	CS pos: 31-32. SFS-LP. Pr: 0.2994
ENST00000377966.4	SP(Sec/SPI)	0.990596	0.009404	CS pos: 26-27. VAG-GL. Pr: 0.5030
ENST00000377988.6	OTHER	0.009760	0.990240	
ENST00000377991.9	OTHER	0.009760	0.990240	
ENST00000378023.8	OTHER	0.001199	0.998801	
ENST00000378046.5	OTHER	0.000930	0.999070	
ENST00000378380.4	OTHER	0.000288	0.999712	
ENST00000378392.6	OTHER	0.000288	0.999712	
ENST00000378412.8	OTHER	0.019606	0.980394	
ENST00000378427.6	OTHER	0.002667	0.997333	
ENST00000378495.7	OTHER	0.001477	0.998523	
ENST00000378525.2	OTHER	0.002001	0.997999	
ENST00000378529.7	OTHER	0.001820	0.998180	
ENST00000378531.8	OTHER	0.001820	0.998180	
ENST00000378601.7	OTHER	0.001391	0.998609	
ENST00000378611.8	OTHER	0.000668	0.999332	
ENST00000378617.4	OTHER	0.336823	0.663177	
ENST00000378733.9	SP(Sec/SPI)	0.792536	0.207464	CS pos: 20-21. VMA-IA. Pr: 0.2145
ENST00000378888.10	OTHER	0.000198	0.999802	
ENST00000378891.9	OTHER	0.000198	0.999802	
ENST00000378938.1	OTHER	0.001769	0.998231	
ENST00000378943.7	OTHER	0.001462	0.998538	
ENST00000378945.7	OTHER	0.001462	0.998538	
ENST00000378946.7	OTHER	0.001462	0.998538	
ENST00000379143.10	OTHER	0.001452	0.998548	
ENST00000379160.3	OTHER	0.001452	0.998548	
ENST00000379221.4	OTHER	0.000809	0.999191	
ENST00000379344.8	OTHER	0.000772	0.999228	
ENST00000379415.6	OTHER	0.028584	0.971416	
ENST00000379595.7	OTHER	0.000797	0.999203	
ENST00000379682.9	OTHER	0.001624	0.998376	
ENST00000379687.8	OTHER	0.001624	0.998376	
ENST00000380010.8	OTHER	0.014051	0.985949	
ENST00000380258.6	OTHER	0.000580	0.999420	
ENST00000380291.5	OTHER	0.001480	0.998520	
ENST00000380450.9	SP(Sec/SPI)	0.996049	0.003951	CS pos: 29-30. GWA-LR. Pr: 0.9602
ENST00000380525.9	OTHER	0.000863	0.999137	
ENST00000380746.8	OTHER	0.002243	0.997757	
ENST00000380756.7	OTHER	0.001334	0.998666	
ENST00000381112.7	OTHER	0.001448	0.998552	
ENST00000381154.6	SP(Sec/SPI)	0.987400	0.012600	CS pos: 38-39. ANA-FK. Pr: 0.5492
ENST00000381165.3	OTHER	0.000953	0.999047	
ENST00000381253.5	OTHER	0.003640	0.996360	
ENST00000381295.7	OTHER	0.001152	0.998848	
ENST00000381470.7	OTHER	0.000749	0.999251	
ENST00000382065.8	SP(Sec/SPI)	0.974604	0.025396	CS pos: 22-23. CLC-QD. Pr: 0.9197
ENST00000382480.6	OTHER	0.000959	0.999041	
ENST00000383729.9	OTHER	0.003926	0.996074	
ENST00000383820.10	OTHER	0.002465	0.997535	
ENST00000389100.9	OTHER	0.001223	0.998777	
ENST00000389266.8	OTHER	0.098117	0.901883	
ENST00000389282.8	OTHER	0.001522	0.998478	
ENST00000389425.7	SP(Sec/SPI)	0.996214	0.003786	CS pos: 20-21. LRA-VS. Pr: 0.6304
ENST00000389428.7	SP(Sec/SPI)	0.996214	0.003786	CS pos: 20-21. LRA-VS. Pr: 0.6304
ENST00000389634.5	OTHER	0.000668	0.999332	
ENST00000389651.8	OTHER	0.000676	0.999324	
ENST00000389709.8	OTHER	0.001487	0.998513	
ENST00000389737.5	OTHER	0.001363	0.998637	
ENST00000391627.6	OTHER	0.001251	0.998749	
ENST00000391860.7	OTHER	0.001387	0.998613	
ENST00000392225.7	SP(Sec/SPI)	0.990533	0.009467	CS pos: 19-20. VVA-WR. Pr: 0.9160
ENST00000392252.7	OTHER	0.000254	0.999746	
ENST00000392254.6	OTHER	0.000254	0.999746	
ENST00000392455.9	OTHER	0.000239	0.999761	
ENST00000392456.4	OTHER	0.000239	0.999761	
ENST00000392499.6	OTHER	0.002166	0.997834	
ENST00000392561.7	OTHER	0.000659	0.999341	
ENST00000392612.7	OTHER	0.004910	0.995090	
ENST00000392613.10	OTHER	0.003539	0.996461	
ENST00000392622.3	OTHER	0.000169	0.999831	
ENST00000392623.5	OTHER	0.000169	0.999831	
ENST00000392668.8	OTHER	0.005312	0.994688	
ENST00000392692.8	OTHER	0.000376	0.999624	
ENST00000392905.7	SP(Sec/SPI)	0.602784	0.397216	CS pos: 48-49. ATA-GP. Pr: 0.4308
ENST00000393034.6	OTHER	0.002534	0.997466	
ENST00000393035.6	OTHER	0.002534	0.997466	
ENST00000393040.7	OTHER	0.000704	0.999296	
ENST00000393119.7	OTHER	0.000229	0.999771	
ENST00000393120.6	OTHER	0.000229	0.999771	
ENST00000393189.2	OTHER	0.269586	0.730414	
ENST00000393230.6	OTHER	0.000921	0.999079	
ENST00000393232.6	OTHER	0.000921	0.999079	
ENST00000393252.4	OTHER	0.003813	0.996187	
ENST00000393256.8	OTHER	0.003365	0.996635	
ENST00000393300.6	OTHER	0.001130	0.998870	
ENST00000393818.3	OTHER	0.194180	0.805820	
ENST00000393845.9	OTHER	0.000517	0.999483	
ENST00000393966.1	OTHER	0.000772	0.999228	
ENST00000394019.7	OTHER	0.001655	0.998345	
ENST00000394199.6	OTHER	0.002207	0.997793	
ENST00000394224.3	OTHER	0.002346	0.997654	
ENST00000394253.7	OTHER	0.001096	0.998904	
ENST00000394308.8	OTHER	0.010040	0.989960	
ENST00000394652.6	OTHER	0.001296	0.998704	
ENST00000394825.6	OTHER	0.003353	0.996647	
ENST00000395002.6	OTHER	0.000546	0.999454	
ENST00000395019.3	OTHER	0.000757	0.999243	
ENST00000395284.8	OTHER	0.000226	0.999774	
ENST00000395721.6	OTHER	0.001502	0.998498	
ENST00000395722.7	OTHER	0.008603	0.991397	
ENST00000395725.7	OTHER	0.001502	0.998498	
ENST00000395727.6	OTHER	0.000912	0.999088	
ENST00000395741.7	OTHER	0.000505	0.999495	
ENST00000395744.7	OTHER	0.000505	0.999495	
ENST00000395802.7	OTHER	0.000904	0.999096	
ENST00000395824.5	OTHER	0.001100	0.998900	
ENST00000395825.4	OTHER	0.001100	0.998900	
ENST00000395867.8	OTHER	0.000386	0.999614	
ENST00000395873.7	OTHER	0.000386	0.999614	
ENST00000395874.2	OTHER	0.000539	0.999461	
ENST00000396182.6	OTHER	0.000251	0.999749	
ENST00000396184.7	OTHER	0.000251	0.999749	
ENST00000396191.6	OTHER	0.000251	0.999749	
ENST00000396193.5	OTHER	0.000842	0.999158	
ENST00000396504.6	OTHER	0.000975	0.999025	
ENST00000396505.7	SP(Sec/SPI)	0.993497	0.006503	CS pos: 21-22. TAP-AP. Pr: 0.3574
ENST00000396684.3	OTHER	0.000830	0.999170	
ENST00000396688.5	OTHER	0.000667	0.999333	
ENST00000396689.2	OTHER	0.000667	0.999333	
ENST00000396782.2	OTHER	0.038808	0.961192	
ENST00000396789.4	OTHER	0.038808	0.961192	
ENST00000396878.8	OTHER	0.001118	0.998882	
ENST00000396988.7	OTHER	0.001489	0.998511	
ENST00000397095.2	OTHER	0.014012	0.985988	
ENST00000397111.9	OTHER	0.001939	0.998061	
ENST00000397200.8	OTHER	0.000786	0.999214	
ENST00000397202.6	OTHER	0.001042	0.998958	
ENST00000397204.9	OTHER	0.000391	0.999609	
ENST00000397210.7	OTHER	0.003417	0.996583	
ENST00000397265.7	OTHER	0.001640	0.998360	
ENST00000397326.7	OTHER	0.010108	0.989892	
ENST00000397333.4	OTHER	0.001023	0.998977	
ENST00000397374.8	OTHER	0.000311	0.999689	
ENST00000397545.9	OTHER	0.000740	0.999260	
ENST00000397632.7	OTHER	0.007279	0.992721	
ENST00000397664.8	OTHER	0.001672	0.998328	
ENST00000397665.6	OTHER	0.001937	0.998063	
ENST00000397666.6	OTHER	0.001937	0.998063	
ENST00000398000.7	SP(Sec/SPI)	0.933374	0.066626	CS pos: 31-32. SFS-LP. Pr: 0.2994
ENST00000398084.6	OTHER	0.001466	0.998534	
ENST00000398090.3	OTHER	0.000926	0.999074	
ENST00000398361.7	OTHER	0.100680	0.899320	
ENST00000398389.9	OTHER	0.001347	0.998653	
ENST00000398393.5	OTHER	0.000877	0.999123	
ENST00000398610.3	SP(Sec/SPI)	0.834267	0.165733	CS pos: 32-33. AGA-RQ. Pr: 0.7786
ENST00000398788.4	OTHER	0.002907	0.997093	
ENST00000399336.9	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000399562.9	OTHER	0.000588	0.999412	
ENST00000399568.5	OTHER	0.000795	0.999205	
ENST00000399756.8	OTHER	0.002959	0.997041	
ENST00000399759.7	OTHER	0.002959	0.997041	
ENST00000401702.5	OTHER	0.001973	0.998027	
ENST00000402136.5	OTHER	0.089016	0.910984	
ENST00000402545.5	OTHER	0.089016	0.910984	
ENST00000402667.1	OTHER	0.002337	0.997663	
ENST00000402796.5	OTHER	0.000935	0.999065	
ENST00000402802.8	SP(Sec/SPI)	0.993592	0.006408	CS pos: 20-21. VLA-EE. Pr: 0.9077
ENST00000402931.5	OTHER	0.001077	0.998923	
ENST00000403084.1	OTHER	0.001918	0.998082	
ENST00000403148.6	OTHER	0.100617	0.899383	
ENST00000403352.1	OTHER	0.000663	0.999337	
ENST00000403444.7	SP(Sec/SPI)	0.973301	0.026699	CS pos: 34-35. TTA-QL. Pr: 0.9220
ENST00000403470.1	SP(Sec/SPI)	0.976007	0.023993	CS pos: 23-24. GLA-VE. Pr: 0.8034
ENST00000403903.7	OTHER	0.000663	0.999337	
ENST00000404039.5	OTHER	0.001968	0.998032	
ENST00000404484.9	OTHER	0.000321	0.999679	
ENST00000404627.3	OTHER	0.001406	0.998594	
ENST00000404922.8	SP(Sec/SPI)	0.999239	0.000761	CS pos: 27-28. AAA-AP. Pr: 0.4288
ENST00000404995.5	SP(Sec/SPI)	0.997585	0.002415	CS pos: 17-18. GLA-AQ. Pr: 0.5271
ENST00000405006.8	OTHER	0.002246	0.997754	
ENST00000405289.5	OTHER	0.000525	0.999475	
ENST00000405482.5	OTHER	0.000525	0.999475	
ENST00000405666.5	OTHER	0.002578	0.997422	
ENST00000405925.2	OTHER	0.000438	0.999562	
ENST00000405953.6	OTHER	0.002880	0.997120	
ENST00000405954.2	OTHER	0.020535	0.979465	
ENST00000405957.6	OTHER	0.000834	0.999166	
ENST00000405975.7	OTHER	0.002246	0.997754	
ENST00000406310.6	OTHER	0.002141	0.997859	
ENST00000406324.5	OTHER	0.010108	0.989892	
ENST00000406595.5	SP(Sec/SPI)	0.981959	0.018041	CS pos: 28-29. TTA-EK. Pr: 0.8365
ENST00000406638.6	OTHER	0.000834	0.999166	
ENST00000406644.7	OTHER	0.000434	0.999566	
ENST00000406659.3	OTHER	0.001334	0.998666	
ENST00000407106.5	OTHER	0.000918	0.999082	
ENST00000407117.6	OTHER	0.008604	0.991396	
ENST00000407242.6	SP(Sec/SPI)	0.997585	0.002415	CS pos: 17-18. GLA-AQ. Pr: 0.5271
ENST00000407315.6	OTHER	0.000859	0.999141	
ENST00000407461.5	OTHER	0.000975	0.999025	
ENST00000408911.8	OTHER	0.000913	0.999087	
ENST00000408938.2	OTHER	0.000485	0.999515	
ENST00000409012.6	OTHER	0.000691	0.999309	
ENST00000409245.5	OTHER	0.000978	0.999022	
ENST00000409252.6	OTHER	0.000719	0.999281	
ENST00000409293.6	SP(Sec/SPI)	0.997623	0.002377	CS pos: 26-27. CGA-EE. Pr: 0.8850
ENST00000409308.6	OTHER	0.000341	0.999659	
ENST00000409400.1	OTHER	0.000704	0.999296	
ENST00000409585.5	OTHER	0.016528	0.983472	
ENST00000409586.7	OTHER	0.005012	0.994988	
ENST00000409598.8	OTHER	0.000719	0.999281	
ENST00000409688.1	OTHER	0.000789	0.999211	
ENST00000410049.1	OTHER	0.000652	0.999348	
ENST00000411594.6	OTHER	0.001077	0.998923	
ENST00000411731.6	SP(Sec/SPI)	0.948293	0.051707	CS pos: 19-20. ARG-SE. Pr: 0.7467
ENST00000411750.5	OTHER	0.123908	0.876092	
ENST00000412050.8	OTHER	0.000721	0.999279	
ENST00000412052.4	OTHER	0.000284	0.999716	
ENST00000412532.6	OTHER	0.139448	0.860552	
ENST00000412613.1	OTHER	0.002142	0.997858	
ENST00000412681.2	OTHER	0.001584	0.998416	
ENST00000412735.5	OTHER	0.005471	0.994529	
ENST00000413119.2	OTHER	0.001918	0.998082	
ENST00000413408.5	OTHER	0.000344	0.999656	
ENST00000413453.7	OTHER	0.123908	0.876092	
ENST00000413464.6	OTHER	0.003756	0.996244	
ENST00000413724.5	OTHER	0.000378	0.999622	
ENST00000413764.6	OTHER	0.040262	0.959738	
ENST00000414637.1	SP(Sec/SPI)	0.993092	0.006908	CS pos: 23-24. SSA-SP. Pr: 0.8025
ENST00000414691.8	OTHER	0.028584	0.971416	
ENST00000415149.6	OTHER	0.000781	0.999219	
ENST00000415220.6	OTHER	0.206795	0.793205	
ENST00000415383.5	OTHER	0.018371	0.981629	
ENST00000415665.5	OTHER	0.000376	0.999624	
ENST00000415828.5	OTHER	0.004033	0.995967	
ENST00000415986.5	OTHER	0.001307	0.998693	
ENST00000416701.6	OTHER	0.003862	0.996138	
ENST00000417004.5	OTHER	0.001502	0.998498	
ENST00000417353.6	OTHER	0.006238	0.993762	
ENST00000417368.7	OTHER	0.000759	0.999241	
ENST00000417573.5	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
ENST00000417960.5	OTHER	0.000294	0.999706	
ENST00000418109.5	SP(Sec/SPI)	0.953478	0.046522	CS pos: 32-33. TLA-QA. Pr: 0.3945
ENST00000418511.6	OTHER	0.002427	0.997573	
ENST00000418713.6	OTHER	0.002465	0.997535	
ENST00000419018.1	SP(Sec/SPI)	0.979509	0.020491	CS pos: 20-21. IGA-LI. Pr: 0.7267
ENST00000419234.9	OTHER	0.002098	0.997902	
ENST00000419524.6	OTHER	0.000930	0.999070	
ENST00000419593.5	OTHER	0.012633	0.987367	
ENST00000419735.8	OTHER	0.002666	0.997334	
ENST00000419916.8	OTHER	0.002667	0.997333	
ENST00000421097.6	OTHER	0.194180	0.805820	
ENST00000421216.1	OTHER	0.003640	0.996360	
ENST00000421865.3	SP(Sec/SPI)	0.995357	0.004643	CS pos: 22-23. VQA-QR. Pr: 0.9433
ENST00000421985.2	OTHER	0.016528	0.983472	
ENST00000422081.6	OTHER	0.005830	0.994170	
ENST00000422622.3	OTHER	0.080240	0.919760	
ENST00000422685.5	OTHER	0.007697	0.992303	
ENST00000422745.5	OTHER	0.000829	0.999171	
ENST00000423262.5	OTHER	0.000380	0.999620	
ENST00000423339.2	OTHER	0.000935	0.999065	
ENST00000423567.1	OTHER	0.038877	0.961123	
ENST00000423644.5	OTHER	0.001655	0.998345	
ENST00000423778.7	OTHER	0.002015	0.997985	
ENST00000423867.2	OTHER	0.000283	0.999717	
ENST00000424202.6	SP(Sec/SPI)	0.983257	0.016743	CS pos: 32-33. ATA-GP. Pr: 0.7109
ENST00000424263.6	OTHER	0.000760	0.999240	
ENST00000424438.5	OTHER	0.001245	0.998755	
ENST00000424869.6	OTHER	0.001235	0.998765	
ENST00000425237.5	OTHER	0.000611	0.999389	
ENST00000425308.6	OTHER	0.000588	0.999412	
ENST00000425413.5	OTHER	0.002322	0.997678	
ENST00000425443.6	OTHER	0.001160	0.998840	
ENST00000425931.1	OTHER	0.000479	0.999521	
ENST00000426532.6	OTHER	0.004148	0.995852	
ENST00000426538.6	OTHER	0.000540	0.999460	
ENST00000426838.8	OTHER	0.000551	0.999449	
ENST00000426894.5	OTHER	0.000376	0.999624	
ENST00000427155.6	OTHER	0.000772	0.999228	
ENST00000427190.6	OTHER	0.001462	0.998538	
ENST00000427414.2	OTHER	0.000719	0.999281	
ENST00000427466.1	OTHER	0.001966	0.998034	
ENST00000427500.7	SP(Sec/SPI)	0.808913	0.191087	CS pos: 39-40. ASG-AR. Pr: 0.3496
ENST00000427680.1	OTHER	0.053940	0.946060	
ENST00000427839.5	OTHER	0.014051	0.985949	
ENST00000428024.3	OTHER	0.001988	0.998012	
ENST00000428046.7	OTHER	0.000676	0.999324	
ENST00000428830.6	OTHER	0.000817	0.999183	
ENST00000428981.1	OTHER	0.059978	0.940022	
ENST00000429697.2	OTHER	0.092494	0.907506	
ENST00000429713.7	OTHER	0.005720	0.994280	
ENST00000429923.5	OTHER	0.000784	0.999216	
ENST00000430155.6	OTHER	0.037992	0.962008	
ENST00000430435.1	OTHER	0.000534	0.999466	
ENST00000430701.5	OTHER	0.003662	0.996338	
ENST00000431232.7	SP(Sec/SPI)	0.933227	0.066773	CS pos: 34-35. ASA-GY. Pr: 0.8608
ENST00000431489.6	OTHER	0.000525	0.999475	
ENST00000431523.5	OTHER	0.000714	0.999286	
ENST00000431534.5	OTHER	0.000975	0.999025	
ENST00000431772.1	OTHER	0.000300	0.999700	
ENST00000431776.6	OTHER	0.000955	0.999045	
ENST00000431843.7	OTHER	0.007279	0.992721	
ENST00000432093.1	OTHER	0.000834	0.999166	
ENST00000432128.6	OTHER	0.000749	0.999251	
ENST00000432569.2	OTHER	0.000375	0.999625	
ENST00000432618.5	OTHER	0.001077	0.998923	
ENST00000432728.1	OTHER	0.000586	0.999414	
ENST00000432907.6	OTHER	0.001185	0.998815	
ENST00000433098.6	OTHER	0.001911	0.998089	
ENST00000433197.4	SP(Sec/SPI)	0.947941	0.052059	CS pos: 21-22. IFG-ST. Pr: 0.5352
ENST00000433235.1	OTHER	0.000805	0.999195	
ENST00000433890.5	OTHER	0.001746	0.998254	
ENST00000433972.2	OTHER	0.002465	0.997535	
ENST00000433985.7	OTHER	0.003954	0.996046	
ENST00000434299.5	OTHER	0.005627	0.994373	
ENST00000434505.5	OTHER	0.123908	0.876092	
ENST00000434726.6	OTHER	0.001456	0.998544	
ENST00000435030.6	OTHER	0.000561	0.999439	
ENST00000435336.5	OTHER	0.001990	0.998010	
ENST00000435532.8	OTHER	0.000678	0.999322	
ENST00000435926.5	OTHER	0.001746	0.998254	
ENST00000435976.6	OTHER	0.000390	0.999610	
ENST00000436198.6	OTHER	0.000742	0.999258	
ENST00000436302.6	OTHER	0.000390	0.999610	
ENST00000436408.6	SP(Sec/SPI)	0.980824	0.019176	CS pos: 22-23. VSG-SS. Pr: 0.6971
ENST00000436897.1	OTHER	0.001918	0.998082	
ENST00000436913.6	OTHER	0.019516	0.980484	
ENST00000437477.6	OTHER	0.000501	0.999499	
ENST00000437534.3	OTHER	0.123908	0.876092	
ENST00000437628.5	OTHER	0.000281	0.999719	
ENST00000437844.6	OTHER	0.002123	0.997877	
ENST00000437924.5	OTHER	0.123908	0.876092	
ENST00000438015.7	OTHER	0.000817	0.999183	
ENST00000438041.5	OTHER	0.000376	0.999624	
ENST00000438221.6	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000438226.5	OTHER	0.016528	0.983472	
ENST00000438925.7	OTHER	0.007697	0.992303	
ENST00000439069.5	OTHER	0.000986	0.999014	
ENST00000439090.7	OTHER	0.000501	0.999499	
ENST00000439128.6	OTHER	0.000428	0.999572	
ENST00000439280.6	OTHER	0.004968	0.995032	
ENST00000439587.6	OTHER	0.009760	0.990240	
ENST00000439718.1	OTHER	0.000490	0.999510	
ENST00000440685.7	OTHER	0.000169	0.999831	
ENST00000441122.5	OTHER	0.000283	0.999717	
ENST00000441194.5	OTHER	0.018371	0.981629	
ENST00000441322.6	OTHER	0.123908	0.876092	
ENST00000441599.6	SP(Sec/SPI)	0.996049	0.003951	CS pos: 29-30. GWA-LR. Pr: 0.9602
ENST00000441680.6	OTHER	0.000930	0.999070	
ENST00000441825.8	OTHER	0.001637	0.998363	
ENST00000441905.1	OTHER	0.001653	0.998347	
ENST00000442039.3	OTHER	0.009240	0.990760	
ENST00000442071.3	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000442118.5	OTHER	0.002703	0.997297	
ENST00000442234.6	OTHER	0.000438	0.999562	
ENST00000442616.1	OTHER	0.000969	0.999031	
ENST00000442677.4	SP(Sec/SPI)	0.986128	0.013872	CS pos: 23-24. CWG-QV. Pr: 0.9248
ENST00000442734.5	OTHER	0.010040	0.989960	
ENST00000442898.5	OTHER	0.001310	0.998690	
ENST00000443033.5	OTHER	0.010108	0.989892	
ENST00000443236.7	SP(Sec/SPI)	0.998573	0.001427	CS pos: 25-26. VRA-AQ. Pr: 0.9517
ENST00000443491.6	OTHER	0.000467	0.999533	
ENST00000443496.5	OTHER	0.003487	0.996513	
ENST00000443742.1	OTHER	0.014051	0.985949	
ENST00000443841.6	OTHER	0.000804	0.999196	
ENST00000444152.5	OTHER	0.001307	0.998693	
ENST00000444334.5	OTHER	0.000829	0.999171	
ENST00000444570.5	OTHER	0.001655	0.998345	
ENST00000444847.2	OTHER	0.014012	0.985988	
ENST00000445224.6	OTHER	0.000957	0.999043	
ENST00000445522.6	OTHER	0.002736	0.997264	
ENST00000445819.5	SP(Sec/SPI)	0.999208	0.000792	CS pos: 22-23. GWA-WV. Pr: 0.9037
ENST00000445890.6	OTHER	0.000834	0.999166	
ENST00000446119.2	OTHER	0.069328	0.930672	
ENST00000446597.6	OTHER	0.000713	0.999287	
ENST00000446808.5	OTHER	0.000834	0.999166	
ENST00000446916.2	OTHER	0.089563	0.910437	
ENST00000446923.7	OTHER	0.000997	0.999003	
ENST00000447136.1	OTHER	0.001990	0.998010	
ENST00000447234.7	SP(Sec/SPI)	0.980824	0.019176	CS pos: 22-23. VSG-SS. Pr: 0.6971
ENST00000447531.5	OTHER	0.000531	0.999469	
ENST00000447564.2	OTHER	0.000150	0.999850	
ENST00000448127.1	OTHER	0.010040	0.989960	
ENST00000448228.7	OTHER	0.001295	0.998705	
ENST00000448254.1	OTHER	0.002521	0.997479	
ENST00000448257.6	OTHER	0.000226	0.999774	
ENST00000448349.2	OTHER	0.002891	0.997109	
ENST00000448416.6	OTHER	0.005720	0.994280	
ENST00000448673.1	OTHER	0.000742	0.999258	
ENST00000448854.1	OTHER	0.012748	0.987252	
ENST00000448867.1	OTHER	0.000531	0.999469	
ENST00000449309.2	OTHER	0.000485	0.999515	
ENST00000449335.5	OTHER	0.000781	0.999219	
ENST00000449373.2	OTHER	0.002168	0.997832	
ENST00000450110.5	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000450195.6	OTHER	0.003085	0.996915	
ENST00000450448.5	OTHER	0.000682	0.999318	
ENST00000450644.2	OTHER	0.001480	0.998520	
ENST00000450649.6	SP(Sec/SPI)	0.978303	0.021697	CS pos: 31-32. AGA-VP. Pr: 0.4644
ENST00000450733.5	OTHER	0.000772	0.999228	
ENST00000450947.2	OTHER	0.011519	0.988481	
ENST00000451013.7	OTHER	0.001767	0.998233	
ENST00000451498.2	OTHER	0.000228	0.999772	
ENST00000451678.1	OTHER	0.000633	0.999367	
ENST00000451814.5	OTHER	0.002354	0.997646	
ENST00000451891.4	OTHER	0.000146	0.999854	
ENST00000452015.9	OTHER	0.001176	0.998824	
ENST00000452070.6	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000452101.1	OTHER	0.000839	0.999161	
ENST00000452133.1	OTHER	0.012633	0.987367	
ENST00000452625.7	OTHER	0.000346	0.999654	
ENST00000452676.6	OTHER	0.000971	0.999029	
ENST00000452950.1	OTHER	0.004033	0.995967	
ENST00000453291.2	OTHER	0.000624	0.999376	
ENST00000453733.5	OTHER	0.144012	0.855988	
ENST00000453824.1	OTHER	0.000801	0.999199	
ENST00000453944.1	OTHER	0.000805	0.999195	
ENST00000454046.5	OTHER	0.010040	0.989960	
ENST00000454189.7	OTHER	0.069301	0.930699	
ENST00000454473.5	OTHER	0.001833	0.998167	
ENST00000454540.5	OTHER	0.046168	0.953832	
ENST00000454575.6	OTHER	0.001406	0.998594	
ENST00000454688.5	OTHER	0.000921	0.999079	
ENST00000455086.5	OTHER	0.000281	0.999719	
ENST00000455127.7	OTHER	0.000514	0.999486	
ENST00000455230.5	OTHER	0.024782	0.975218	
ENST00000455283.2	OTHER	0.000548	0.999452	
ENST00000456004.1	OTHER	0.006998	0.993002	
ENST00000456211.8	OTHER	0.003910	0.996090	
ENST00000456419.5	OTHER	0.000781	0.999219	
ENST00000456420.6	OTHER	0.001017	0.998983	
ENST00000456915.2	OTHER	0.000910	0.999090	
ENST00000456989.6	OTHER	0.002191	0.997809	
ENST00000457041.5	OTHER	0.000341	0.999659	
ENST00000457056.6	OTHER	0.000531	0.999469	
ENST00000457408.7	SP(Sec/SPI)	0.955163	0.044837	CS pos: 29-30. AQG-LY. Pr: 0.8996
ENST00000457563.6	OTHER	0.000875	0.999125	
ENST00000457648.1	OTHER	0.052961	0.947039	
ENST00000458022.6	OTHER	0.001641	0.998359	
ENST00000458050.6	OTHER	0.001117	0.998883	
ENST00000458187.5	OTHER	0.012633	0.987367	
ENST00000458222.5	OTHER	0.000254	0.999746	
ENST00000458347.1	OTHER	0.001108	0.998892	
ENST00000460214.6	OTHER	0.000686	0.999314	
ENST00000460379.1	OTHER	0.001094	0.998906	
ENST00000461135.2	OTHER	0.001072	0.998928	
ENST00000461601.5	OTHER	0.001121	0.998879	
ENST00000461841.7	SP(Sec/SPI)	0.986128	0.013872	CS pos: 23-24. CWG-QV. Pr: 0.9248
ENST00000461854.5	OTHER	0.001031	0.998969	
ENST00000464076.3	OTHER	0.001441	0.998559	
ENST00000464113.1	OTHER	0.001117	0.998883	
ENST00000465675.6	SP(Sec/SPI)	0.998876	0.001124	CS pos: 26-27. AAA-AA. Pr: 0.4593
