# SignalP-5.0	Organism: Eukarya	Timestamp: 20260624191645
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000379415.6	OTHER	0.028584	0.971416	
ENST00000379724.3	OTHER	0.001756	0.998244	
ENST00000380010.8	OTHER	0.014051	0.985949	
ENST00000380041.8	OTHER	0.000893	0.999107	
ENST00000380043.7	OTHER	0.000673	0.999327	
ENST00000380045.7	OTHER	0.001013	0.998987	
ENST00000380258.6	OTHER	0.000580	0.999420	
ENST00000380291.5	OTHER	0.001480	0.998520	
ENST00000380450.9	SP(Sec/SPI)	0.996049	0.003951	CS pos: 29-30. GWA-LR. Pr: 0.9602
ENST00000380525.9	OTHER	0.000863	0.999137	
ENST00000380746.8	OTHER	0.002243	0.997757	
ENST00000380756.7	OTHER	0.001334	0.998666	
ENST00000381165.3	OTHER	0.000953	0.999047	
ENST00000381295.7	OTHER	0.001152	0.998848	
ENST00000381344.8	OTHER	0.011787	0.988213	
ENST00000382480.6	OTHER	0.000959	0.999041	
ENST00000382824.5	OTHER	0.001259	0.998741	
ENST00000383820.10	OTHER	0.002465	0.997535	
ENST00000388767.8	OTHER	0.001827	0.998173	
ENST00000389394.8	OTHER	0.000411	0.999589	
ENST00000389634.5	OTHER	0.000668	0.999332	
ENST00000389651.8	OTHER	0.000676	0.999324	
ENST00000389709.8	OTHER	0.001487	0.998513	
ENST00000389737.5	OTHER	0.001363	0.998637	
ENST00000390006.8	OTHER	0.001033	0.998967	
ENST00000391627.6	OTHER	0.001251	0.998749	
ENST00000392122.4	SP(Sec/SPI)	0.804339	0.195661	CS pos: 21-22. TEA-QS. Pr: 0.7212
ENST00000392335.6	OTHER	0.001193	0.998807	
ENST00000392336.7	OTHER	0.000497	0.999503	
ENST00000392446.10	OTHER	0.000785	0.999215	
ENST00000392455.9	OTHER	0.000239	0.999761	
ENST00000392456.4	OTHER	0.000239	0.999761	
ENST00000392610.5	OTHER	0.003539	0.996461	
ENST00000392613.10	OTHER	0.003539	0.996461	
ENST00000392622.3	OTHER	0.000169	0.999831	
ENST00000392623.5	OTHER	0.000169	0.999831	
ENST00000392625.7	SP(Sec/SPI)	0.960164	0.039836	CS pos: 17-18. STS-MT. Pr: 0.2972
ENST00000392668.8	OTHER	0.005312	0.994688	
ENST00000392692.8	OTHER	0.000376	0.999624	
ENST00000393034.6	OTHER	0.002534	0.997466	
ENST00000393035.6	OTHER	0.002534	0.997466	
ENST00000393040.7	OTHER	0.000704	0.999296	
ENST00000393119.7	OTHER	0.000229	0.999771	
ENST00000393120.6	OTHER	0.000229	0.999771	
ENST00000393155.6	SP(Sec/SPI)	0.998844	0.001156	CS pos: 16-17. SWA-GP. Pr: 0.9625
ENST00000393230.6	OTHER	0.000921	0.999079	
ENST00000393232.6	OTHER	0.000921	0.999079	
ENST00000393252.4	OTHER	0.003813	0.996187	
ENST00000393256.8	OTHER	0.003365	0.996635	
ENST00000393818.3	OTHER	0.194180	0.805820	
ENST00000393845.9	OTHER	0.000517	0.999483	
ENST00000394199.6	OTHER	0.002207	0.997793	
ENST00000394353.7	OTHER	0.000374	0.999626	
ENST00000394621.7	OTHER	0.000964	0.999036	
ENST00000394622.6	OTHER	0.000964	0.999036	
ENST00000394629.2	OTHER	0.000964	0.999036	
ENST00000394632.5	OTHER	0.000964	0.999036	
ENST00000394825.6	OTHER	0.003353	0.996647	
ENST00000395019.3	OTHER	0.000757	0.999243	
ENST00000395183.6	OTHER	0.000564	0.999436	
ENST00000395184.6	OTHER	0.000440	0.999560	
ENST00000395284.8	OTHER	0.000226	0.999774	
ENST00000395566.9	SP(Sec/SPI)	0.999324	0.000676	CS pos: 22-23. AVA-KK. Pr: 0.7243
ENST00000395569.8	SP(Sec/SPI)	0.999102	0.000898	CS pos: 22-23. AVA-KK. Pr: 0.7480
ENST00000395633.5	OTHER	0.006379	0.993621	
ENST00000395676.4	OTHER	0.002538	0.997462	
ENST00000395741.7	OTHER	0.000505	0.999495	
ENST00000395744.7	OTHER	0.000505	0.999495	
ENST00000395747.6	OTHER	0.000438	0.999562	
ENST00000395749.7	OTHER	0.000438	0.999562	
ENST00000395802.7	OTHER	0.000904	0.999096	
ENST00000395824.5	OTHER	0.001100	0.998900	
ENST00000395825.4	OTHER	0.001100	0.998900	
ENST00000395868.7	SP(Sec/SPI)	0.683803	0.316197	CS pos: 24-25. SCG-RS. Pr: 0.2719
ENST00000395872.5	SP(Sec/SPI)	0.683803	0.316197	CS pos: 24-25. SCG-RS. Pr: 0.2719
ENST00000396231.6	OTHER	0.000435	0.999565	
ENST00000396504.6	OTHER	0.000975	0.999025	
ENST00000396684.3	OTHER	0.000830	0.999170	
ENST00000396878.8	OTHER	0.001118	0.998882	
ENST00000396988.7	OTHER	0.001489	0.998511	
ENST00000397062.8	OTHER	0.000470	0.999530	
ENST00000397063.9	OTHER	0.000344	0.999656	
ENST00000397082.2	OTHER	0.001036	0.998964	
ENST00000397095.2	OTHER	0.014012	0.985988	
ENST00000397111.9	OTHER	0.001939	0.998061	
ENST00000397265.7	OTHER	0.001640	0.998360	
ENST00000397326.7	OTHER	0.010108	0.989892	
ENST00000397359.7	SP(Sec/SPI)	0.727671	0.272329	CS pos: 19-20. CMG-RL. Pr: 0.2738
ENST00000397545.9	OTHER	0.000740	0.999260	
ENST00000397664.8	OTHER	0.001672	0.998328	
ENST00000397665.6	OTHER	0.001937	0.998063	
ENST00000397666.6	OTHER	0.001937	0.998063	
ENST00000397700.6	SP(Sec/SPI)	0.938701	0.061299	CS pos: 23-24. ASG-QP. Pr: 0.6513
ENST00000398000.7	SP(Sec/SPI)	0.933374	0.066626	CS pos: 31-32. SFS-LP. Pr: 0.2994
ENST00000398080.5	OTHER	0.001013	0.998987	
ENST00000398084.6	OTHER	0.001466	0.998534	
ENST00000398389.9	OTHER	0.001347	0.998653	
ENST00000399336.9	SP(Sec/SPI)	0.984320	0.015680	CS pos: 31-32. AHG-SE. Pr: 0.9066
ENST00000399562.9	OTHER	0.000588	0.999412	
ENST00000399568.5	OTHER	0.000795	0.999205	
ENST00000401702.5	OTHER	0.001973	0.998027	
ENST00000401977.6	OTHER	0.008203	0.991797	
ENST00000402136.5	OTHER	0.089016	0.910984	
ENST00000402543.5	OTHER	0.000781	0.999219	
ENST00000402545.5	OTHER	0.089016	0.910984	
ENST00000402667.1	OTHER	0.002337	0.997663	
ENST00000402849.5	OTHER	0.002361	0.997639	
ENST00000402921.6	OTHER	0.138086	0.861914	
ENST00000403084.1	OTHER	0.001918	0.998082	
ENST00000403352.1	OTHER	0.000663	0.999337	
ENST00000403444.7	SP(Sec/SPI)	0.973301	0.026699	CS pos: 34-35. TTA-QL. Pr: 0.9220
ENST00000403660.3	SP(Sec/SPI)	0.888318	0.111682	CS pos: 32-33. SQA-AL. Pr: 0.8538
ENST00000403903.7	OTHER	0.000663	0.999337	
ENST00000404627.3	OTHER	0.001406	0.998594	
ENST00000404643.5	OTHER	0.000084	0.999916	
ENST00000404922.8	SP(Sec/SPI)	0.999239	0.000761	CS pos: 27-28. AAA-AP. Pr: 0.4288
ENST00000405006.8	OTHER	0.002246	0.997754	
ENST00000405289.5	OTHER	0.000525	0.999475	
ENST00000405308.6	SP(Sec/SPI)	0.999324	0.000676	CS pos: 22-23. AVA-KK. Pr: 0.7243
ENST00000405482.5	OTHER	0.000525	0.999475	
ENST00000405763.7	OTHER	0.005102	0.994898	
ENST00000405925.2	OTHER	0.000438	0.999562	
ENST00000405953.6	OTHER	0.002880	0.997120	
ENST00000405954.2	OTHER	0.020535	0.979465	
ENST00000405957.6	OTHER	0.000834	0.999166	
ENST00000405975.7	OTHER	0.002246	0.997754	
ENST00000406324.5	OTHER	0.010108	0.989892	
ENST00000406638.6	OTHER	0.000834	0.999166	
ENST00000406644.7	OTHER	0.000434	0.999566	
ENST00000406659.3	OTHER	0.001334	0.998666	
ENST00000407106.5	OTHER	0.000918	0.999082	
ENST00000407117.6	OTHER	0.008604	0.991396	
ENST00000407315.6	OTHER	0.000859	0.999141	
ENST00000407461.5	OTHER	0.000975	0.999025	
ENST00000408938.2	OTHER	0.000485	0.999515	
ENST00000409252.6	OTHER	0.000719	0.999281	
ENST00000409293.6	SP(Sec/SPI)	0.997623	0.002377	CS pos: 26-27. CGA-EE. Pr: 0.8850
ENST00000409308.6	OTHER	0.000341	0.999659	
ENST00000409400.1	OTHER	0.000704	0.999296	
ENST00000409586.7	OTHER	0.005012	0.994988	
ENST00000409598.8	OTHER	0.000719	0.999281	
ENST00000410049.1	OTHER	0.000652	0.999348	
ENST00000411731.6	SP(Sec/SPI)	0.948293	0.051707	CS pos: 19-20. ARG-SE. Pr: 0.7467
ENST00000411750.5	OTHER	0.123908	0.876092	
ENST00000411960.1	OTHER	0.004504	0.995496	
ENST00000412052.4	OTHER	0.000284	0.999716	
ENST00000412613.1	OTHER	0.002142	0.997858	
ENST00000412681.2	OTHER	0.001584	0.998416	
ENST00000412735.5	OTHER	0.005471	0.994529	
ENST00000413119.2	OTHER	0.001918	0.998082	
ENST00000413393.5	OTHER	0.000353	0.999647	
ENST00000413453.7	OTHER	0.123908	0.876092	
ENST00000413464.6	OTHER	0.003756	0.996244	
ENST00000413724.5	OTHER	0.000378	0.999622	
ENST00000413764.6	OTHER	0.040262	0.959738	
ENST00000414478.1	OTHER	0.000811	0.999189	
ENST00000414691.8	OTHER	0.028584	0.971416	
ENST00000415049.5	OTHER	0.007057	0.992943	
ENST00000415136.6	SP(Sec/SPI)	0.684847	0.315153	CS pos: 42-43. VCA-SG. Pr: 0.3497
ENST00000415149.6	OTHER	0.000781	0.999219	
ENST00000415220.6	OTHER	0.206795	0.793205	
ENST00000415665.5	OTHER	0.000376	0.999624	
ENST00000415828.5	OTHER	0.004033	0.995967	
ENST00000415986.5	OTHER	0.001307	0.998693	
ENST00000416426.6	OTHER	0.001773	0.998227	
ENST00000416701.6	OTHER	0.003862	0.996138	
ENST00000417157.2	OTHER	0.052689	0.947311	
ENST00000417345.2	SP(Sec/SPI)	0.938031	0.061969	CS pos: 22-23. VYA-QR. Pr: 0.7616
ENST00000417368.7	OTHER	0.000759	0.999241	
ENST00000417573.5	SP(Sec/SPI)	0.984784	0.015216	CS pos: 24-25. SHA-SL. Pr: 0.8540
ENST00000417766.5	OTHER	0.000834	0.999166	
ENST00000417960.5	OTHER	0.000294	0.999706	
ENST00000418511.6	OTHER	0.002427	0.997573	
ENST00000418791.5	OTHER	0.001969	0.998031	
ENST00000418931.7	SP(Sec/SPI)	0.987652	0.012348	CS pos: 29-30. VQG-RA. Pr: 0.7679
ENST00000419018.1	SP(Sec/SPI)	0.979509	0.020491	CS pos: 20-21. IGA-LI. Pr: 0.7267
ENST00000419234.9	OTHER	0.002098	0.997902	
ENST00000419524.6	OTHER	0.000930	0.999070	
ENST00000419593.5	OTHER	0.012633	0.987367	
ENST00000419916.8	OTHER	0.002667	0.997333	
ENST00000420568.5	SP(Sec/SPI)	0.666353	0.333647	CS pos: 19-20. TEA-LP. Pr: 0.5182
ENST00000421097.6	OTHER	0.194180	0.805820	
ENST00000421217.5	OTHER	0.001783	0.998217	
ENST00000421865.3	SP(Sec/SPI)	0.995357	0.004643	CS pos: 22-23. VQA-QR. Pr: 0.9433
ENST00000422622.3	OTHER	0.080240	0.919760	
ENST00000423262.5	OTHER	0.000380	0.999620	
ENST00000423644.5	OTHER	0.001655	0.998345	
ENST00000423955.7	OTHER	0.004840	0.995160	
ENST00000424197.5	OTHER	0.000438	0.999562	
ENST00000424438.5	OTHER	0.001245	0.998755	
ENST00000425237.5	OTHER	0.000611	0.999389	
ENST00000425308.6	OTHER	0.000588	0.999412	
ENST00000425443.6	OTHER	0.001160	0.998840	
ENST00000425453.3	OTHER	0.001574	0.998426	
ENST00000425931.1	OTHER	0.000479	0.999521	
ENST00000426216.6	OTHER	0.000480	0.999520	
ENST00000426532.6	OTHER	0.004148	0.995852	
ENST00000426538.6	OTHER	0.000540	0.999460	
ENST00000427414.2	OTHER	0.000719	0.999281	
ENST00000427466.1	OTHER	0.001966	0.998034	
ENST00000427500.7	SP(Sec/SPI)	0.808913	0.191087	CS pos: 39-40. ASG-AR. Pr: 0.3496
ENST00000427680.1	OTHER	0.053940	0.946060	
ENST00000427839.5	OTHER	0.014051	0.985949	
ENST00000428024.3	OTHER	0.001988	0.998012	
ENST00000428046.7	OTHER	0.000676	0.999324	
ENST00000428534.2	OTHER	0.000841	0.999159	
ENST00000428567.5	OTHER	0.000294	0.999706	
ENST00000428835.5	OTHER	0.001412	0.998588	
ENST00000429690.5	SP(Sec/SPI)	0.955412	0.044588	CS pos: 16-17. ASG-QP. Pr: 0.6759
ENST00000429713.7	OTHER	0.005720	0.994280	
ENST00000429923.5	OTHER	0.000784	0.999216	
ENST00000430155.6	OTHER	0.037992	0.962008	
ENST00000430435.1	OTHER	0.000534	0.999466	
ENST00000430701.5	OTHER	0.003662	0.996338	
ENST00000431489.6	OTHER	0.000525	0.999475	
ENST00000431534.5	OTHER	0.000975	0.999025	
ENST00000432093.1	OTHER	0.000834	0.999166	
ENST00000432226.7	OTHER	0.001536	0.998464	
ENST00000432728.1	OTHER	0.000586	0.999414	
ENST00000432907.6	OTHER	0.001185	0.998815	
ENST00000433078.5	OTHER	0.000555	0.999445	
ENST00000433098.6	OTHER	0.001911	0.998089	
ENST00000433627.9	OTHER	0.000915	0.999085	
ENST00000433832.2	OTHER	0.000780	0.999220	
ENST00000433972.2	OTHER	0.002465	0.997535	
ENST00000433985.7	OTHER	0.003954	0.996046	
ENST00000434505.5	OTHER	0.123908	0.876092	
ENST00000435030.6	OTHER	0.000561	0.999439	
ENST00000435532.8	OTHER	0.000678	0.999322	
ENST00000435976.6	OTHER	0.000390	0.999610	
ENST00000436190.6	OTHER	0.001588	0.998412	
ENST00000436198.6	OTHER	0.000742	0.999258	
ENST00000436302.6	OTHER	0.000390	0.999610	
ENST00000436733.5	OTHER	0.003365	0.996635	
ENST00000437480.1	OTHER	0.001072	0.998928	
ENST00000438041.5	OTHER	0.000376	0.999624	
ENST00000438166.7	OTHER	0.007057	0.992943	
ENST00000438221.6	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000438354.6	OTHER	0.499763	0.500237	
ENST00000439090.7	OTHER	0.000501	0.999499	
ENST00000439128.6	OTHER	0.000428	0.999572	
ENST00000439214.1	OTHER	0.000705	0.999295	
ENST00000439280.6	OTHER	0.004968	0.995032	
ENST00000439554.1	OTHER	0.000958	0.999042	
ENST00000439587.6	OTHER	0.009760	0.990240	
ENST00000439718.1	OTHER	0.000490	0.999510	
ENST00000439835.1	OTHER	0.001689	0.998311	
ENST00000440039.5	OTHER	0.011524	0.988476	
ENST00000440685.7	OTHER	0.000169	0.999831	
ENST00000441599.6	SP(Sec/SPI)	0.996049	0.003951	CS pos: 29-30. GWA-LR. Pr: 0.9602
ENST00000441680.6	OTHER	0.000930	0.999070	
ENST00000441825.8	OTHER	0.001637	0.998363	
ENST00000441869.5	SP(Sec/SPI)	0.997914	0.002086	CS pos: 22-23. AVA-KK. Pr: 0.7117
ENST00000442039.3	OTHER	0.009240	0.990760	
ENST00000442071.3	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000442118.5	OTHER	0.002703	0.997297	
ENST00000442218.3	OTHER	0.002341	0.997659	
ENST00000442234.6	OTHER	0.000438	0.999562	
ENST00000442616.1	OTHER	0.000969	0.999031	
ENST00000442898.5	OTHER	0.001310	0.998690	
ENST00000443033.5	OTHER	0.010108	0.989892	
ENST00000443236.7	SP(Sec/SPI)	0.998573	0.001427	CS pos: 25-26. VRA-AQ. Pr: 0.9517
ENST00000443496.5	OTHER	0.003487	0.996513	
ENST00000443742.1	OTHER	0.014051	0.985949	
ENST00000444152.5	OTHER	0.001307	0.998693	
ENST00000444304.3	SP(Sec/SPI)	0.955412	0.044588	CS pos: 16-17. ASG-QP. Pr: 0.6759
ENST00000444570.5	OTHER	0.001655	0.998345	
ENST00000444847.2	OTHER	0.014012	0.985988	
ENST00000445224.6	OTHER	0.000957	0.999043	
ENST00000445771.6	OTHER	0.001783	0.998217	
ENST00000445819.5	SP(Sec/SPI)	0.999208	0.000792	CS pos: 22-23. GWA-WV. Pr: 0.9037
ENST00000445888.6	OTHER	0.000840	0.999160	
ENST00000445890.6	OTHER	0.000834	0.999166	
ENST00000446119.2	OTHER	0.069328	0.930672	
ENST00000446151.6	OTHER	0.000344	0.999656	
ENST00000446597.6	OTHER	0.000713	0.999287	
ENST00000446808.5	OTHER	0.000834	0.999166	
ENST00000446834.5	OTHER	0.000362	0.999638	
ENST00000447047.6	OTHER	0.001201	0.998799	
ENST00000447531.5	OTHER	0.000531	0.999469	
ENST00000447564.2	OTHER	0.000150	0.999850	
ENST00000448228.7	OTHER	0.001295	0.998705	
ENST00000448257.6	OTHER	0.000226	0.999774	
ENST00000448349.2	OTHER	0.002891	0.997109	
ENST00000448416.6	OTHER	0.005720	0.994280	
ENST00000448673.1	OTHER	0.000742	0.999258	
ENST00000448867.1	OTHER	0.000531	0.999469	
ENST00000448890.2	OTHER	0.001199	0.998801	
ENST00000449309.2	OTHER	0.000485	0.999515	
ENST00000449335.5	OTHER	0.000781	0.999219	
ENST00000449373.2	OTHER	0.002168	0.997832	
ENST00000450110.5	SP(Sec/SPI)	0.994816	0.005184	CS pos: 23-24. VGA-QN. Pr: 0.8421
ENST00000450644.2	OTHER	0.001480	0.998520	
ENST00000450649.6	SP(Sec/SPI)	0.978303	0.021697	CS pos: 31-32. AGA-VP. Pr: 0.4644
ENST00000450947.2	OTHER	0.011519	0.988481	
ENST00000451013.7	OTHER	0.001767	0.998233	
ENST00000451343.4	OTHER	0.004219	0.995781	
ENST00000451678.1	OTHER	0.000633	0.999367	
ENST00000451814.5	OTHER	0.002354	0.997646	
ENST00000452070.6	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000452086.5	OTHER	0.001969	0.998031	
ENST00000452133.1	OTHER	0.012633	0.987367	
ENST00000452625.7	OTHER	0.000346	0.999654	
ENST00000452655.6	OTHER	0.000758	0.999242	
ENST00000452950.1	OTHER	0.004033	0.995967	
ENST00000453131.1	SP(Sec/SPI)	0.998910	0.001090	CS pos: 20-21. AEG-QA. Pr: 0.6711
ENST00000453291.2	OTHER	0.000624	0.999376	
ENST00000453535.1	OTHER	0.002643	0.997357	
ENST00000454523.5	OTHER	0.000084	0.999916	
ENST00000454575.6	OTHER	0.001406	0.998594	
ENST00000454688.5	OTHER	0.000921	0.999079	
ENST00000454748.7	OTHER	0.004193	0.995807	
ENST00000454791.1	OTHER	0.166241	0.833759	
ENST00000455127.7	OTHER	0.000514	0.999486	
ENST00000455283.2	OTHER	0.000548	0.999452	
ENST00000456004.1	OTHER	0.006998	0.993002	
ENST00000456419.5	OTHER	0.000781	0.999219	
ENST00000456420.6	OTHER	0.001017	0.998983	
ENST00000456915.2	OTHER	0.000910	0.999090	
ENST00000456989.6	OTHER	0.002191	0.997809	
ENST00000457041.5	OTHER	0.000341	0.999659	
ENST00000457056.6	OTHER	0.000531	0.999469	
ENST00000457279.5	OTHER	0.000202	0.999798	
ENST00000457374.5	OTHER	0.001969	0.998031	
ENST00000457408.7	SP(Sec/SPI)	0.955163	0.044837	CS pos: 29-30. AQG-LY. Pr: 0.8996
ENST00000457415.7	OTHER	0.001936	0.998064	
ENST00000457563.6	OTHER	0.000875	0.999125	
ENST00000457648.1	OTHER	0.052961	0.947039	
ENST00000458187.5	OTHER	0.012633	0.987367	
ENST00000458347.1	OTHER	0.001108	0.998892	
ENST00000458447.5	SP(Sec/SPI)	0.997926	0.002074	CS pos: 20-21. AEG-QA. Pr: 0.6708
ENST00000460379.1	OTHER	0.001094	0.998906	
ENST00000461135.2	OTHER	0.001072	0.998928	
ENST00000461854.5	OTHER	0.001031	0.998969	
ENST00000462437.1	OTHER	0.000839	0.999161	
ENST00000464364.1	SP(Sec/SPI)	0.936526	0.063474	CS pos: 25-26. VCA-SG. Pr: 0.4922
ENST00000465682.5	OTHER	0.003635	0.996365	
ENST00000465919.5	OTHER	0.037509	0.962491	
ENST00000467525.5	OTHER	0.002347	0.997653	
ENST00000467786.1	OTHER	0.003862	0.996138	
ENST00000468206.6	OTHER	0.003862	0.996138	
ENST00000468915.5	OTHER	0.052689	0.947311	
ENST00000469112.5	OTHER	0.163130	0.836870	
ENST00000469144.5	OTHER	0.003421	0.996579	
ENST00000469830.2	OTHER	0.003367	0.996633	
ENST00000469902.6	OTHER	0.000580	0.999420	
ENST00000471683.6	OTHER	0.000819	0.999181	
ENST00000471742.5	OTHER	0.000997	0.999003	
ENST00000472148.5	OTHER	0.052689	0.947311	
ENST00000472750.5	OTHER	0.002558	0.997442	
ENST00000473124.1	OTHER	0.005807	0.994193	
ENST00000473262.5	OTHER	0.002324	0.997676	
ENST00000473553.5	OTHER	0.001628	0.998372	
ENST00000473717.1	OTHER	0.000657	0.999343	
ENST00000473968.7	OTHER	0.002326	0.997674	
ENST00000474756.1	OTHER	0.102271	0.897729	
ENST00000474840.5	OTHER	0.002967	0.997033	
ENST00000475243.6	OTHER	0.000904	0.999096	
ENST00000475994.1	OTHER	0.002460	0.997540	
ENST00000476133.6	OTHER	0.000169	0.999831	
ENST00000476287.4	OTHER	0.009382	0.990618	
ENST00000477459.5	OTHER	0.085215	0.914785	
ENST00000477663.6	OTHER	0.002326	0.997674	
ENST00000479184.2	OTHER	0.001480	0.998520	
ENST00000479475.1	OTHER	0.001913	0.998087	
ENST00000479502.2	OTHER	0.002326	0.997674	
ENST00000479826.1	OTHER	0.002374	0.997626	
ENST00000479917.5	OTHER	0.001783	0.998217	
ENST00000480824.7	OTHER	0.000800	0.999200	
ENST00000481238.1	SP(Sec/SPI)	0.955163	0.044837	CS pos: 29-30. AQG-LY. Pr: 0.8996
ENST00000482804.1	OTHER	0.000771	0.999229	
ENST00000483089.5	OTHER	0.000924	0.999076	
ENST00000483871.6	OTHER	0.000687	0.999313	
ENST00000483888.6	SP(Sec/SPI)	0.998406	0.001594	CS pos: 23-24. IEA-EV. Pr: 0.9637
ENST00000485089.6	OTHER	0.001594	0.998406	
ENST00000486996.5	OTHER	0.001466	0.998534	
ENST00000487137.7	SP(Sec/SPI)	0.727671	0.272329	CS pos: 19-20. CMG-RL. Pr: 0.2738
ENST00000489498.5	OTHER	0.102271	0.897729	
ENST00000490272.1	OTHER	0.003354	0.996646	
ENST00000490337.6	OTHER	0.001056	0.998944	
ENST00000490576.2	OTHER	0.065114	0.934886	
ENST00000491150.5	OTHER	0.381147	0.618853	
ENST00000491222.5	OTHER	0.000392	0.999608	
ENST00000491527.2	SP(Sec/SPI)	0.957376	0.042624	CS pos: 29-30. IWL-QP. Pr: 0.7447
ENST00000491999.5	OTHER	0.003330	0.996670	
ENST00000493039.5	OTHER	0.003529	0.996471	
ENST00000493409.5	OTHER	0.001241	0.998759	
ENST00000494279.2	OTHER	0.003096	0.996904	
ENST00000494586.5	OTHER	0.001241	0.998759	
ENST00000495819.6	OTHER	0.003359	0.996641	
ENST00000495954.5	OTHER	0.002468	0.997532	
ENST00000496455.7	OTHER	0.000699	0.999301	
ENST00000496503.5	OTHER	0.001347	0.998653	
ENST00000498301.1	OTHER	0.006091	0.993909	
ENST00000503306.5	OTHER	0.008203	0.991797	
ENST00000503359.5	OTHER	0.003959	0.996041	
ENST00000503759.5	OTHER	0.001374	0.998626	
ENST00000504338.5	OTHER	0.008203	0.991797	
ENST00000504797.1	OTHER	0.008203	0.991797	
ENST00000504952.1	OTHER	0.000477	0.999523	
ENST00000505128.5	OTHER	0.008203	0.991797	
ENST00000505695.5	OTHER	0.000640	0.999360	
ENST00000506390.5	OTHER	0.001763	0.998237	
ENST00000506557.5	OTHER	0.001478	0.998522	
ENST00000506595.5	OTHER	0.008203	0.991797	
ENST00000506651.5	OTHER	0.013294	0.986706	
ENST00000506810.1	OTHER	0.028584	0.971416	
ENST00000506939.6	SP(Sec/SPI)	0.954788	0.045212	CS pos: 27-28. VGS-GQ. Pr: 0.5344
ENST00000507288.1	OTHER	0.001061	0.998939	
ENST00000507904.5	OTHER	0.008203	0.991797	
ENST00000508394.6	OTHER	0.008203	0.991797	
ENST00000509300.5	OTHER	0.000934	0.999066	
ENST00000509549.5	OTHER	0.000619	0.999381	
ENST00000510188.1	OTHER	0.001379	0.998621	
ENST00000510533.5	OTHER	0.000428	0.999572	
ENST00000511633.5	OTHER	0.000428	0.999572	
ENST00000512138.1	OTHER	0.001379	0.998621	
ENST00000512982.4	OTHER	0.001379	0.998621	
ENST00000513449.6	OTHER	0.000504	0.999496	
ENST00000513610.6	OTHER	0.001061	0.998939	
ENST00000513838.5	OTHER	0.008203	0.991797	
ENST00000514152.5	OTHER	0.000719	0.999281	
ENST00000514196.5	OTHER	0.008203	0.991797	
ENST00000514213.7	OTHER	0.001977	0.998023	
ENST00000514229.5	OTHER	0.002834	0.997166	
ENST00000514911.5	OTHER	0.001763	0.998237	
ENST00000515010.5	OTHER	0.001379	0.998621	
ENST00000515803.5	OTHER	0.000640	0.999360	
ENST00000518240.5	OTHER	0.001259	0.998741	
ENST00000518477.5	OTHER	0.019695	0.980305	
ENST00000519078.6	OTHER	0.000226	0.999774	
ENST00000519464.5	OTHER	0.001087	0.998913	
ENST00000519523.5	OTHER	0.001087	0.998913	
ENST00000519560.6	SP(Sec/SPI)	0.979523	0.020477	CS pos: 33-34. AVA-CP. Pr: 0.8496
ENST00000519595.5	OTHER	0.000402	0.999598	
ENST00000520105.5	OTHER	0.000764	0.999236	
ENST00000520241.5	OTHER	0.000482	0.999518	
ENST00000520337.1	OTHER	0.003275	0.996725	
ENST00000520406.5	OTHER	0.000355	0.999645	
ENST00000520467.5	SP(Sec/SPI)	0.978303	0.021697	CS pos: 31-32. AGA-VP. Pr: 0.4644
ENST00000520497.1	OTHER	0.000904	0.999096	
ENST00000520604.5	OTHER	0.000175	0.999825	
ENST00000520635.5	OTHER	0.000175	0.999825	
ENST00000520880.1	OTHER	0.006409	0.993591	
ENST00000521287.5	OTHER	0.000175	0.999825	
ENST00000521578.6	OTHER	0.000764	0.999236	
ENST00000521655.1	OTHER	0.001385	0.998615	
ENST00000521742.5	OTHER	0.000620	0.999380	
ENST00000522520.5	OTHER	0.000175	0.999825	
ENST00000522789.5	OTHER	0.000231	0.999769	
ENST00000523096.5	OTHER	0.001087	0.998913	
ENST00000523147.5	OTHER	0.000764	0.999236	
ENST00000523220.5	OTHER	0.001013	0.998987	
ENST00000523501.5	OTHER	0.000551	0.999449	
ENST00000523732.1	OTHER	0.003864	0.996136	
ENST00000524028.1	OTHER	0.000287	0.999713	
ENST00000524435.1	OTHER	0.000257	0.999743	
ENST00000524893.5	OTHER	0.001744	0.998256	
ENST00000525141.1	OTHER	0.000436	0.999564	
ENST00000526145.6	OTHER	0.000575	0.999425	
ENST00000526189.3	SP(Sec/SPI)	0.995749	0.004251	CS pos: 29-30. AQA-IV. Pr: 0.9682
ENST00000526869.1	OTHER	0.008979	0.991021	
ENST00000527149.5	OTHER	0.000436	0.999564	
ENST00000527150.5	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000527330.2	OTHER	0.002506	0.997494	
ENST00000528477.1	OTHER	0.020165	0.979835	
ENST00000528697.6	SP(Sec/SPI)	0.634583	0.365417	CS pos: 44-45. VRA-QT. Pr: 0.5712
ENST00000528916.1	OTHER	0.001369	0.998631	
ENST00000529146.6	OTHER	0.002644	0.997356	
ENST00000529208.5	OTHER	0.000834	0.999166	
